GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1098435482	2021-05-26 22:53:47.112181	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-03-19	05:56:00	obsr1431694	S83695940	Traveling	P22	EBIRD	302	1.497		2	1	G6801229	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1106020468	2021-03-28 20:51:20.438567	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-03-28	10:46:00	obsr412493	S84309617	Traveling	P22	EBIRD_CAMERICA	157	1.620		5	1	G6468892	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1204698127	2021-07-21 20:26:10.414041	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Auto selected 15.59281, -87.06230	L15850878	P	15.5928100	-87.0622990	2021-03-15	08:46:00	obsr662346	S92111057	Traveling	P22	EBIRD	114	0.773		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1109281737	2021-04-01 22:50:57.807744	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-03-28	10:46:00	obsr334434	S84575762	Traveling	P22	EBIRD_CAMERICA	157	1.620		5	1	G6468892	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1168238717	2021-05-26 22:56:13.828451	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-03-19	05:56:00	obsr2543363	S89058046	Traveling	P22	EBIRD	302	1.497		2	1	G6801229	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1107107741	2021-08-05 00:46:57.697163	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Loop trail	L7345494	P	15.6956146	-86.9017696	2021-03-29	06:30:00	obsr999168	S84391818	Traveling	P22	EBIRD_CAMERICA	330	2.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1191474968	2021-06-28 14:21:21.409137	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-03-28	10:46:00	obsr1351102	S90934539	Traveling	P22	EBIRD_CAMERICA	157	1.620		5	1	G6468892	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1387585297	2022-04-09 21:08:52.257374	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-03-19	05:56:00	obsr1469515	S106661902	Traveling	P22	EBIRD	302	1.497		2	1	G6801229	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1132219137	2021-04-26 13:54:26.965085	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-04-25	06:56:00	obsr1287588	S86378648	Traveling	P22	EBIRD	253	2.945		5	1	G6611287	0	1	0		Día soleado.		
URN:CornellLabOfOrnithology:EBIRD:OBS1388298804	2022-04-10 14:35:31.372335	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-04-25	05:21:00	obsr1542270	S106720572	Traveling	P22	EBIRD	588	4.828		3	1	G8151696	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1122926323	2021-08-05 00:46:57.697163	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2021-04-16	06:00:00	obsr651458	S85667546	Traveling	P22	EBIRD	392	4.430		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1132910276	2021-04-26 13:54:26.965085	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-04-25	06:56:00	obsr334434	S86428459	Traveling	P22	EBIRD	253	2.945		5	1	G6611287	0	1	0		Día soleado.		
URN:CornellLabOfOrnithology:EBIRD:OBS1130363517	2021-08-05 00:46:57.697163	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2021-04-24	05:16:00	obsr517186	S86231533	Traveling	P22	EBIRD	190	5.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1132394560	2022-04-10 14:35:31.372335	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-04-25	05:21:00	obsr1431694	S86392648	Traveling	P22	EBIRD	588	4.828		3	1	G8151696	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1172533921	2023-05-18 10:32:04.322718	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				4					Honduras	HN	Atlántida	HN-AT							Pico Bonito Lodge	L2843791	P	15.6864269	-86.9007397	2021-05-28	06:30:00	obsr429742	S89393358	Traveling	P22	EBIRD_CAMERICA	330	2.414		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1167271405	2023-05-18 10:31:20.384803	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-05-25	13:40:00	obsr651458	S88985387	Traveling	P22	EBIRD	150	1.800		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1167730658	2023-05-18 10:31:21.285273	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-05-26	05:05:00	obsr651458	S89019407	Traveling	P22	EBIRD	400	0.770		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1159270186	2022-08-13 19:00:41.626167	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-05-17	07:21:00	obsr1431694	S88393529	Traveling	P22	EBIRD	315	1.370		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1192761672	2023-05-18 10:31:20.483817	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-05-25	05:00:00	obsr1487717	S91048353	Traveling	P22	EBIRD	220	4.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1165391765	2022-06-02 18:16:58.018671	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-05-23	08:02:00	obsr1431694	S88840763	Traveling	P22	EBIRD	326	1.320		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1176849073	2021-07-04 10:55:51.153359	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-06-06	06:08:00	obsr289884	S89721033	Traveling	P22	EBIRD	160	3.000		2	1	G6959740	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1194814065	2021-07-04 10:55:51.153359	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-06-06	06:08:00	obsr918292	S91228815	Traveling	P22	EBIRD	160	3.000		2	1	G6959740	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1216539659	2023-05-18 10:32:39.101095	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Loop trail	L8304544	P	15.6952010	-86.8973146	2021-08-10	08:30:00	obsr999168	S93127790	Traveling	P22	EBIRD	240	5.000		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1221074624	2023-05-18 10:33:11.574812	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							The lodge and spa pico bonito las sirena	L9242084	P	15.6930182	-86.9020439	2021-08-18	08:00:00	obsr999168	S93488449	Traveling	P22	EBIRD	180	2.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1219794783	2021-08-18 09:53:37.757651	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Umb falls pico bonito	L7365991	P	15.6945043	-86.9023597	2021-08-17	08:30:00	obsr999168	S93390209	Traveling	P22	EBIRD	210	3.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1240850214	2021-09-23 20:24:04.730973	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-09-19	07:24:00	obsr925217	S94930082	Traveling	P22	EBIRD	291	4.133		4	1	G7214461	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1240440282	2021-09-23 20:24:04.730973	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2021-09-19	07:24:00	obsr665737	S94902025	Traveling	P22	EBIRD	291	4.133		4	1	G7214461	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1254043135	2023-05-18 10:32:39.13679	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Loop trail	L8304544	P	15.6952010	-86.8973146	2021-10-09	08:20:00	obsr999168	S95873944	Traveling	P22	EBIRD	225	4.000		6	1	G7289794	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1254401600	2023-05-18 10:32:39.064534	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Loop trail	L8304544	P	15.6952010	-86.8973146	2021-10-09	08:20:00	obsr854092	S95895157	Traveling	P22	EBIRD	225	4.000		6	1	G7289794	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1280325274	2023-05-18 10:32:11.790491	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Mermaid Falls Trail	L4307354	H	15.6871293	-86.9011045	2021-11-19	07:56:00	obsr1287588	S97802732	Traveling	P22	EBIRD	180	2.301		2	1	G7453554	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1282603695	2023-05-18 10:32:11.817934	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Mermaid Falls Trail	L4307354	H	15.6871293	-86.9011045	2021-11-19	07:56:00	obsr1487717	S97970708	Traveling	P22	EBIRD	180	2.301		2	1	G7453554	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1300589114	2023-05-18 10:32:24.937177	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2021-12-18	06:10:00	obsr1487717	S99256540	Traveling	P22	EBIRD_CAMERICA	252	3.000		2	1	G7568721	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1288226283	2021-12-02 22:27:49.314417	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2021-12-02	08:37:00	obsr237560	S98388900	Traveling	P22	EBIRD	270	4.184		7	1	G7486165	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1288231395	2021-12-02 22:27:49.314417	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2021-12-02	08:37:00	obsr592755	S98388901	Traveling	P22	EBIRD	270	4.184		7	1	G7486165	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1300589058	2023-05-18 10:32:24.97827	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2021-12-20	06:13:00	obsr1487717	S99256538	Traveling	P22	EBIRD_CAMERICA	200	1.700		2	1	G7568722	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1299967306	2023-05-18 10:32:24.957936	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2021-12-20	06:13:00	obsr538458	S99210483	Traveling	P22	EBIRD_CAMERICA	200	1.700		2	1	G7568722	0	1	0		Con : Olbin Bejarano		
URN:CornellLabOfOrnithology:EBIRD:OBS1299921584	2023-05-18 10:32:24.892451	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2021-12-18	06:10:00	obsr538458	S99208022	Traveling	P22	EBIRD_CAMERICA	252	3.000		2	1	G7568721	0	1	0		Con: Olbin Bejarano		
URN:CornellLabOfOrnithology:EBIRD:OBS1291825245	2021-12-11 16:16:54.360139	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2021-12-02	08:37:00	obsr351093	S98643470	Traveling	P22	EBIRD	270	4.184		7	1	G7486165	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1319058543	2022-01-15 13:53:34.032295	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2021-12-11	05:50:00	obsr27346	S98740322	Traveling	P22	EBIRD	49	1.287		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335937823	2022-02-06 14:06:50.192235	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:22:00	obsr920750	S102149946	Traveling	P22	EBIRD	153	1.440		16	1	G7764618	0	1	0			Escuchada.	
URN:CornellLabOfOrnithology:EBIRD:OBS1327119478	2022-01-25 17:10:07.23153	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:20:00	obsr1415833	S101443936	Traveling	P22	EBIRD	300	4.000		15	1	G7779009	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1325714690	2022-01-28 01:26:36.654356	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:22:00	obsr654534	S101323025	Traveling	P22	EBIRD	153	1.440		16	1	G7764618	0	1	0			Escuchada.	
URN:CornellLabOfOrnithology:EBIRD:OBS1323042914	2022-01-20 19:32:03.343632	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2022-01-20	10:19:00	obsr1794436	S101110657	Traveling	P22	EBIRD	180	6.711		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1327129020	2022-01-25 17:10:07.23153	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:20:00	obsr1794436	S101444872	Traveling	P22	EBIRD	300	4.000		15	1	G7779009	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1323543047	2022-01-21 14:24:13.574791	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2022-01-19	14:31:00	obsr30305	S101114655	Traveling	P22	EBIRD	120	2.820		2	1	G7747169	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1323076794	2022-01-20 20:38:14.847278	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2022-01-20	10:19:00	obsr976641	S101113295	Traveling	P22	EBIRD	180	6.711		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1327898984	2022-01-28 01:27:57.102522	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:22:00	obsr334421	S101507525	Traveling	P22	EBIRD	153	1.440		16	1	G7764618	0	1	0		Mayormente despejado. Sendero de la Roca hasta cascada Cuyamel.	Escuchada.	
URN:CornellLabOfOrnithology:EBIRD:OBS1325809285	2022-01-28 01:26:36.654356	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:22:00	obsr650955	S101329615	Traveling	P22	EBIRD	153	1.440		16	1	G7764618	0	1	0		Mayormente despejado. Sendero de la Roca hasta cascada Cuyamel.	Escuchada.	
URN:CornellLabOfOrnithology:EBIRD:OBS1327534212	2022-01-26 10:01:33.816338	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:28:00	obsr976641	S101475044	Traveling	P22	EBIRD	147	1.642		16	1	G7781192	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1329020694	2022-01-28 15:29:45.002761	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:22:00	obsr790559	S101597525	Traveling	P22	EBIRD	153	1.440		16	1	G7764618	0	1	0			Escuchada.	
URN:CornellLabOfOrnithology:EBIRD:OBS1327754440	2022-01-28 01:26:36.654356	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:22:00	obsr558620	S101495632	Traveling	P22	EBIRD	153	1.440		16	1	G7764618	0	1	0			Escuchada.	
URN:CornellLabOfOrnithology:EBIRD:OBS1328586277	2022-01-28 01:26:36.654356	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:22:00	obsr976641	S101562234	Traveling	P22	EBIRD	153	1.440		16	1	G7764618	0	1	0			Escuchada.	
URN:CornellLabOfOrnithology:EBIRD:OBS1325702648	2022-01-28 01:26:36.654356	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:22:00	obsr614239	S101322649	Traveling	P22	EBIRD	153	1.440		16	1	G7764618	0	1	0		Mayormente despejado. Sendero de la Roca hasta cascada Cuyamel.	Escuchada.	
URN:CornellLabOfOrnithology:EBIRD:OBS1321335087	2023-05-18 10:32:36.448482	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Loop trail	L7345494	P	15.6956146	-86.9017696	2022-01-15	06:30:00	obsr999168	S100972217	Traveling	P22	EBIRD	330	4.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1325703438	2022-01-28 01:26:36.654356	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:22:00	obsr658425	S101322331	Traveling	P22	EBIRD	153	1.440		16	1	G7764618	0	1	0			Escuchada.	
URN:CornellLabOfOrnithology:EBIRD:OBS1324462896	2022-01-28 01:26:36.654356	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:22:00	obsr458611	S101220995	Traveling	P22	EBIRD	153	1.440		16	1	G7764618	0	1	0			Escuchada.	
URN:CornellLabOfOrnithology:EBIRD:OBS1327088776	2022-01-26 10:01:33.816338	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:28:00	obsr1794436	S101442206	Traveling	P22	EBIRD	147	1.642		16	1	G7781192	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1329104883	2022-01-28 17:29:39.72169	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2022-01-22	07:22:00	obsr458067	S101605013	Traveling	P22	EBIRD	153	1.440		16	1	G7764618	0	1	0			Escuchada.	
URN:CornellLabOfOrnithology:EBIRD:OBS1336687433	2022-02-07 12:08:28.6717	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2022-02-07	05:44:00	obsr107304	S102209045	Traveling	P22	EBIRD	324	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399339271	2023-05-18 10:31:48.287748	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				X					Honduras	HN	Atlántida	HN-AT							Las Cascadas Lodge	L18608990	H	15.7357513	-86.7498915	2022-04-21	10:18:00	obsr1487717	S107645698	Traveling	P22	EBIRD	720	3.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1436766434	2022-07-21 13:40:22.375884	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Las Cascadas Lodge	L18608990	H	15.7357513	-86.7498915	2022-04-21	06:00:00	obsr3174714	S110763252	Traveling	P22	EBIRD	12	3.000		2	1	G8420872	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380319653	2022-04-01 21:44:06.416595	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							Plan de manejo de la cooperativa Nombre de Dios.	L18332989	P	15.5214940	-87.3401800	2022-04-01	08:53:00	obsr789606	S106053254	Traveling	P22	EBIRD	120	4.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1436015365	2022-07-21 13:40:22.375884	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Las Cascadas Lodge	L18608990	H	15.7357513	-86.7498915	2022-04-21	06:00:00	obsr1487717	S110700073	Traveling	P22	EBIRD	12	3.000		2	1	G8420872	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1429183287	2023-05-18 10:32:05.583849	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Rio Zacate	L3317324	H	15.6925721	-86.9321537	2022-05-14	15:55:00	obsr1487717	S110138785	Traveling	P22	EBIRD	120	2.230		2	1	G8374454	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1503178184	2023-05-18 10:32:25.089109	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2022-08-22	06:05:00	obsr1487717	S117389334	Traveling	P22	EBIRD	127	3.420		2	1	G8822955	0	1	0				
