GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS628169018	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-06-05	05:40:00	obsr247263	S46336002	Traveling	P22	EBIRD	259	1.609		8	1	G3262255	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS639250370	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-07-12	03:40:00	obsr546404	S47156385	Traveling	P22	EBIRD	13	0.100		1	1		0	1	0		Tarde parcialmente nublado, mucho viento 		
URN:CornellLabOfOrnithology:EBIRD:OBS645531526	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-08-04	06:12:00	obsr555085	S47638169	Stationary	P21	EBIRD	57			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS647565930	2022-01-22 12:24:14.371353	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--Sendero Sinaí (PANACAM Lodge)	L3705629	H	14.8661553	-87.8957105	2018-08-08	11:00:00	obsr553341	S47785426	Traveling	P22	EBIRD	990	6.000		1	1		0	1	0		From the visitor centre around Sendero Sinai including the two obs towers. Seems largely pointless to split this into multiple checklists around the area. Some nice cloud forest at the higher elevations, but really surprising to me to see no species reminiscent of cloud forest in them (and other taxa occurring in habitats they otherwise would not --e.g. Piranga leucoptera at least in comparison with higher elevation forests on the North Coast). --Very quiet in general.	Walk-away views of one on the second half of the trail heading back down the mountain. Showing down to &lt;10m apparently unbothered by me.	
URN:CornellLabOfOrnithology:EBIRD:OBS652354238	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-08-26	11:00:00	obsr239574	S48148668	Stationary	P21	EBIRD_CAMERICA	24			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS649321808	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-08-02	07:00:00	obsr897180	S47921994	Traveling	P22	EBIRD	251	3.219		3	1	G3425662	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS652172247	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-08-02	07:00:00	obsr1092278	S48132878	Traveling	P22	EBIRD	251	3.219		3	1	G3425662	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS650205224	2021-12-23 16:47:27.51105	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--Sendero El Venado (PANACAM Lodge)	L3704554	H	14.8718274	-87.9031992	2018-08-19	01:16:00	obsr546404	S47988826	Traveling	P22	EBIRD	137	1.800		1	1		0	1	0		Parcialmente nublado 		
URN:CornellLabOfOrnithology:EBIRD:OBS661794483	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-30	05:29:00	obsr941052	S48837157	Traveling	P22	EBIRD	103	1.720		2	1	G3486998	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS658894405	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-03	05:48:00	obsr427830	S48633450	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS662670740	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-29	15:47:00	obsr517186	S48897289	Incidental	P20	EBIRD				1	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS661480317	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-29	05:28:00	obsr546404	S48817100	Traveling	P22	EBIRD	144	1.400		8	1	G3484853	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS661488834	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-29	05:28:00	obsr665737	S48817585	Traveling	P22	EBIRD	144	1.400		8	1	G3484853	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS661441454	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-29	05:28:00	obsr517186	S48814775	Traveling	P22	EBIRD	144	1.400		8	1	G3484853	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS661768104	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-30	05:29:00	obsr517186	S48835513	Traveling	P22	EBIRD	103	1.720		2	1	G3486998	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS661601865	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-29	06:00:00	obsr338329	S48824660	Traveling	P22	EBIRD	90	0.800		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS662841350	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-29	05:28:00	obsr925217	S48910590	Traveling	P22	EBIRD	144	1.400		8	1	G3484853	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS661489147	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-29	05:28:00	obsr239574	S48817600	Traveling	P22	EBIRD	144	1.400		8	1	G3484853	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS658896679	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-06	06:40:00	obsr427830	S48633620	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS661610221	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-09-29	05:28:00	obsr941052	S48825190	Traveling	P22	EBIRD	144	1.400		8	1	G3484853	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS669543930	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-10-20	15:05:00	obsr1095385	S49392935	Traveling	P22	EBIRD	28	0.200		7	1	G3532384	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS668987128	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-10-20	15:05:00	obsr272124	S49352164	Traveling	P22	EBIRD	28	0.200		7	1	G3532384	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS670340572	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1	H 	C2	H 		Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-10-25	06:00:00	obsr1175359	S49453609	Traveling	P22	EBIRD	30	0.501		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS668973960	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-10-20	15:05:00	obsr546404	S49351268	Traveling	P22	EBIRD	28	0.200		7	1	G3532384	1	1	0		Tarde nublada con una ligera llovizna. Poco viento		
URN:CornellLabOfOrnithology:EBIRD:OBS669915098	2022-01-22 12:22:15.903658	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--Embalse Yure (Zona de Amortiguamiento)	L1359482	H	14.8806316	-87.9128389	2018-10-24	10:44:00	obsr517186	S49421551	Stationary	P21	EBIRD	34			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS669021959	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-10-20	15:05:00	obsr651458	S49354551	Traveling	P22	EBIRD	28	0.200		7	1	G3532384	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674184105	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-11-07	06:40:00	obsr328838	S49738049	Traveling	P22	EBIRD	180	2.000		2	1	G3652529	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS675303146	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-11-07	14:07:00	obsr546404	S49843923	Stationary	P21	EBIRD	35			1	1		0	1	0		Día parcialmente nublado		
URN:CornellLabOfOrnithology:EBIRD:OBS675232062	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-11-10	03:45:00	obsr1140557	S49839090	Traveling	P22	EBIRD	76	1.000		3	1	G3578376	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS682090387	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-11-05		obsr403089	S50370666	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS675697626	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-11-10	15:45:00	obsr546404	S49873181	Traveling	P22	EBIRD	76	1.000		3	1	G3578376	0	1	0		Dia parcialmente soleado, poco viento.		
URN:CornellLabOfOrnithology:EBIRD:OBS686263860	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-11-07	06:15:00	obsr403089	S50700856	Traveling	P22	EBIRD	240	2.000		2	1	G3652529	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS690468906	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				4					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-12-28	07:56:00	obsr272124	S51031271	Traveling	P22	EBIRD	240	0.595		2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS691040957	2021-12-23 16:47:27.51105	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--Sendero El Venado (PANACAM Lodge)	L3704554	H	14.8718274	-87.9031992	2018-12-30	05:54:00	obsr555085	S51076506	Traveling	P22	EBIRD	106	1.353		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS690143755	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-12-26	12:15:00	obsr538458	S51004036	Traveling	P22	EBIRD	270	2.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS690108632	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2018-12-26	15:33:00	obsr226427	S51001091	Stationary	P21	EBIRD	1			6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS694583470	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-01-06	05:47:00	obsr918292	S51377118	Traveling	P22	EBIRD	146	1.658		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS764874413	2022-01-22 12:24:14.371353	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--Sendero Sinaí (PANACAM Lodge)	L3705629	H	14.8661553	-87.8957105	2019-02-22	14:15:00	obsr546395	S56657827	Traveling	P22	EBIRD	3	4.828		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS713286577	2022-01-22 12:22:15.903658	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--Embalse Yure (Zona de Amortiguamiento)	L1359482	H	14.8806316	-87.9128389	2019-02-19	06:05:00	obsr789606	S52946382	Stationary	P21	EBIRD	10			1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS706104063	2021-12-23 16:47:27.51105	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--Sendero El Venado (PANACAM Lodge)	L3704554	H	14.8718274	-87.9031992	2019-02-03	05:45:00	obsr247263	S52327930	Traveling	P22	EBIRD	138	1.700		2	1		0	1	0		Started at parking lot for restaurant before Dawn . Then spent awhile at the near tower. Then finished venado Trail. Ended by orquídeas cabins. Note: the eBird track got truncated. Distance estimated.		
URN:CornellLabOfOrnithology:EBIRD:OBS728347540	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-03-23	16:36:00	obsr555085	S54153053	Traveling	P22	EBIRD	95	1.086		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS731640858	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-03-31	07:01:00	obsr555085	S54402206	Traveling	P22	EBIRD	26	0.453		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS721682552	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-03-08	05:48:00	obsr918292	S53601622	Traveling	P22	EBIRD	282	3.508		3	1	G3943595	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS724097175	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-03-08	05:48:00	obsr1215374	S53802532	Traveling	P22	EBIRD	282	3.508		3	1	G3943595	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS730704192	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-03-29	07:44:00	obsr918292	S54332349	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS721987247	2019-03-25 20:48:12	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							Panacam	L8816915	P	14.8717470	-87.9048220	2019-03-08	06:00:00	obsr1215374	S53626086	Traveling	P22	EBIRD_CAMERICA	4	10.000		1	1		0	1	0			Muy usual verlos en Panacam	
URN:CornellLabOfOrnithology:EBIRD:OBS731473110	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-03-30	16:58:00	obsr555085	S54390280	Traveling	P22	EBIRD	40	1.136		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS729111655	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				4					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-03-25	06:24:00	obsr555085	S54209416	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS732911637	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-04-02	13:22:00	obsr548297	S54501217	Traveling	P22	EBIRD	720	2.560		3	1	G4006371	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS747450613	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-04-29	17:12:00	obsr546404	S55572762	Stationary	P21	EBIRD	23			1	1		0	1	0		Tarde soleada con poco viento 		
URN:CornellLabOfOrnithology:EBIRD:OBS738307232	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-04-13	11:28:00	obsr546404	S54928959	Traveling	P22	EBIRD	65	0.400		3	1		0	1	0		HonduranBigDay 		
URN:CornellLabOfOrnithology:EBIRD:OBS736902036	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-04-10	08:06:00	obsr546404	S54822044	Traveling	P22	EBIRD	41	0.200		1	1		0	1	0		Día parcialmente nublado, poco viento. Observando aves a través de la calle que conduce al Lodge 		
URN:CornellLabOfOrnithology:EBIRD:OBS732912785	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-04-02	13:22:00	obsr398519	S54501298	Traveling	P22	EBIRD	720	2.560		3	1	G4006371	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS772372959	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-05-26	19:00:00	obsr328838	S57178925	Traveling	P22	EBIRD	120	0.483		1	1	G4262035	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS751340091	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-05-04	07:00:00	obsr315428	S55821028	Stationary	P21	EBIRD	650			3	1	G4125430	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS866621148	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-05-18	11:00:00	obsr731602	S64689689	Traveling	P22	EBIRD	90	0.483		4	1	G4204508	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS752823224	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-05-05	06:58:00	obsr315428	S55907998	Stationary	P21	EBIRD	315			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS751376868	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-05-04	07:00:00	obsr328838	S55822946	Stationary	P21	EBIRD	650			3	1	G4125430	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS766764169	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-05-26	19:00:00	obsr918292	S56778478	Traveling	P22	EBIRD	120	0.483		1	1	G4262035	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS772377647	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-05-26	19:00:00	obsr545302	S57179249	Traveling	P22	EBIRD	120	0.483		1	1	G4262035	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS764266509	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-05-21	13:08:00	obsr272124	S56618690	Traveling	P22	EBIRD_CAMERICA	36	0.200		2	1	G4209261	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS752908340	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-05-04	13:30:00	obsr327877	S55912912	Traveling	P22	EBIRD	250	4.828		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS763419393	2021-12-23 16:39:37.742889	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Cortés	HN-CR							PN Cerro Azul Meámbar--PANACAM Lodge	L887019	H	14.8723770	-87.9055703	2019-05-18	11:00:00	obsr508365	S56565012	Traveling	P22	EBIRD	90	0.483		4	1	G4204508	0	1	0				
